date,country,new_cases_avg_per_pop,new_deaths_avg_per_pop
2022-04-01,Afghanistan,1.6532304574998633,0.046620381664855146
2022-04-02,Afghanistan,1.7285403048046293,0.050206564869844
2022-04-03,Afghanistan,1.100958243931579,0.03227564884489972
2022-04-04,Afghanistan,1.057924045471713,0.028689465639910854
2022-04-05,Afghanistan,0.982614198166947,0.02151709922993314
2022-04-06,Afghanistan,0.9252352668871251,0.014344732819955427
2022-04-07,Afghanistan,0.8140635875324707,0.003586183204988857
2022-04-08,Afghanistan,0.6885471753578605,0.003586183204988857
2022-04-09,Afghanistan,0.6132373280530945,0
2022-04-10,Afghanistan,0.5271689311333619,0
2022-04-11,Afghanistan,0.875028702017281,0.014344732819955427
2022-04-12,Afghanistan,1.1655095416213785,0.017930916024944284
2022-04-13,Afghanistan,1.151164808801423,0.017930916024944284
2022-04-14,Afghanistan,1.355577251485788,0.017930916024944284
2022-04-15,Afghanistan,1.430887098790554,0.017930916024944284
2022-04-16,Afghanistan,1.481093663660398,0.017930916024944284
2022-04-17,Afghanistan,1.5922653430150526,0.025103282434922
2022-04-18,Afghanistan,1.133233892776479,0.014344732819955427
2022-04-19,Afghanistan,0.9180629004771473,0.014344732819955427
2022-04-20,Afghanistan,1.000545114191891,0.014344732819955427
2022-04-21,Afghanistan,0.928821450092114,0.014344732819955427
2022-04-22,Afghanistan,0.9503385493220471,0.014344732819955427
2022-04-01,Africa,6.957684628935838,0.045868671650083785
2022-04-02,Africa,6.801980770749499,0.043580438597245134
2022-04-03,Africa,7.08166525616237,0.04430851275042107
2022-04-04,Africa,7.00948190440464,0.04389247037717768
2022-04-05,Africa,7.491154962027176,0.03994006783136547
2022-04-06,Africa,2.5348421695786665,0.028602913160483086
2022-04-07,Africa,2.453401875016273,0.026834733074198674
2022-04-08,Africa,2.612850114561802,0.02725077544744207
2022-04-09,Africa,2.721229152791705,0.028082860193928846
2022-04-10,Africa,2.405869033873216,0.02673072248088783
2022-04-11,Africa,2.3304613537228507,0.027458796634063764
2022-04-12,Africa,1.7485220841486586,0.02444248942804918
2022-04-13,Africa,1.7385370671908174,0.0260026483277119
2022-04-14,Africa,2.184534491307732,0.02673072248088783
2022-04-15,Africa,2.1978478472515204,0.026314680107644442
2022-04-16,Africa,2.199303995557872,0.02506655298791427
2022-04-17,Africa,2.1916072116528698,0.02506655298791427
2022-04-18,Africa,1.8621016520441043,0.0214261822220346
2022-04-19,Africa,2.210953182008687,0.023818425868184098
2022-04-20,Africa,2.500414663192776,0.023818425868184098
2022-04-21,Africa,2.415333997864503,0.029539008500280715
2022-04-22,Africa,2.7159246125328522,0.0301630720601458
2022-04-01,Albania,21.928801705851928,0.09945034787234434
2022-04-02,Albania,21.680175836171067,0.04972517393617217
2022-04-03,Albania,21.779626184043412,0.04972517393617217
2022-04-04,Albania,23.917808663298814,0.04972517393617217
2022-04-05,Albania,23.420556923937095,0
2022-04-06,Albania,22.22715274946896,0
2022-04-07,Albania,21.431549966490206,0
2022-04-08,Albania,18.746390573936907,0
2022-04-09,Albania,18.29886400851136,0
2022-04-10,Albania,17.35408570372409,0.04972517393617217
2022-04-11,Albania,15.215903224468684,0.04972517393617217
2022-04-12,Albania,13.52524731063883,0.09945034787234434
2022-04-13,Albania,13.177171093085624,0.09945034787234434
2022-04-14,Albania,13.326346614894142,0.1491755218085165
2022-04-15,Albania,14.569475963298446,0.1491755218085165
2022-04-16,Albania,13.47552213670266,0.1989006957446887
2022-04-17,Albania,14.171674571809069,0.1491755218085165
2022-04-18,Albania,14.967277354787823,0.1491755218085165
2022-04-19,Albania,13.07772074521328,0.09945034787234434
2022-04-20,Albania,14.22139974574524,0.09945034787234434
2022-04-21,Albania,11.4367900053196,0.04972517393617217
2022-04-22,Albania,15.31535357234103,0.04972517393617217
2022-04-01,Algeria,0.21452605070200897,0.0032018813537613277
2022-04-02,Algeria,0.20171852528696366,0.0032018813537613277
2022-04-03,Algeria,0.19851664393320234,0.0032018813537613277
2022-04-04,Algeria,0.1696997117493504,0.0032018813537613277
